HudongItem,relation,NewNode
我最好朋友的婚礼,has quality,fails the Bechdel Test
科摩罗,member of,多边投资担保机构
巴里·夏普莱斯,award received,Chirality Medal
德语,uses capitalization for,名词
我最好朋友的婚礼,Medierådet rating,Suitable for a general audience
科摩罗,member of,国际投资争端解决中心
巴里·夏普莱斯,award received,F. A. Cotton Medal
德语,language regulatory body,德语正字法协会
科摩罗,member of,非洲开发银行
德语,language regulatory body,IDS – Institute for the German Language
科摩罗,member of,非洲、加勒比和太平洋国家集团
德语,UNESCO language status,1 无危
科摩罗,member of,小岛屿国家联盟
德语,Ethnologue language status,1 National
科摩罗,member of,Arab Monetary Fund
德语,indigenous to,德意志人
科摩罗,member of,OHADA
科摩罗,member of,国际刑警组织
德语,indigenous to,卡罗维发利州
科摩罗,member of,禁止化学武器组织
德语,indigenous to,乌斯季州
科摩罗,member of,联合国教育、科学与文化组织
科摩罗,member of,撒哈拉以南非洲统计和经济观察组织
德语,indigenous to,特伦蒂诺-上阿迪杰
科摩罗,member of,印度洋委员会
德语,indigenous to,特伦蒂诺
科摩罗,member of,万国邮政联盟
德语,described by source,New Encyclopedic Dictionary
德语,described by source,布罗克豪斯-艾佛隆百科词典
科摩罗,member of,International Civil Defence Organisation
德语,has part,奥地利德语
科摩罗,contains administrative territorial entity,大科摩罗岛
德语,topic's main category,Category:德语
科摩罗,contains administrative territorial entity,昂儒昂岛
德语,category for films in this language,Category:德语电影
科摩罗,contains administrative territorial entity,莫埃利岛
德语,on focus list of Wikimedia project,Wikipedia:基础条目
科摩罗,located in time zone,UTC+03:00
德语,related category,Category:German pronunciation
科摩罗,currency,葛摩法郎
科摩罗,shares border with,莫桑比克
科摩罗,driving side,右
科摩罗,electrical plug type,欧式插头
科摩罗,electrical plug type,Type E
科摩罗,follows,French Comoros
科摩罗,language used,现代标准阿拉伯语
科摩罗,language used,Mwali Comorian
科摩罗,language used,Ngazidja Comorian
科摩罗,language used,Ndzwani Comorian
科摩罗,flag,科摩罗国旗
科摩罗,coat of arms,科摩罗国徽
科摩罗,has quality,partly free country
科摩罗,top-level Internet domain,.km
科摩罗,geography of topic,geography of Comoros
科摩罗,history of topic,科摩罗历史
科摩罗,described by source,亚美尼亚苏维埃百科全书
科摩罗,emergency phone number,17
科摩罗,emergency phone number,18
科摩罗,emergency phone number,772-03-73
科摩罗,topic's main Wikimedia portal,Portal:Comoros
科摩罗,topic's main category,Category:葛摩
科摩罗,category of associated people,Category:科摩罗人
科摩罗,category for people who died here,Category:Death in the Comoros
科摩罗,Wikimedia outline,outline of Comoros
科摩罗,category for maps,Category:Maps of Comoros
北辰区,instance of,中国的区
李洪涛,instance of,人类
蒙特利尔,instance of,城市或城镇
贝尔实验室,instance of,私人公司
家庭,subclass of,社会群体
北辰区,located in the administrative territorial entity,天津市
蒙特利尔,instance of,大都市
PALM,subclass of,蛋白质编码基因
家庭,subclass of,人类群组
曼努埃尔·诺伊尔,instance of,人类
武进区,instance of,中国的区
海峡群岛,instance of,群岛
弗朗茨·贝肯鲍尔,instance of,人类
豪尔赫·巴尔达诺,instance of,人类
北辰区,contains administrative territorial entity,果园新村街道
过桥米线,subclass of,汤
蒙特利尔,instance of,百万人口城市
贝尔实验室,part of,阿尔卡特-朗讯
PALM,found in taxon,智人
家庭,subclass of,制度
北辰区,contains administrative territorial entity,集贤里街道
过桥米线,subclass of,食物
易语言,instance of,编程语言
奶瓶,subclass of,瓶子
英格兰足球超级联赛,instance of,足球联赛
戴北方,instance of,人类
金浩,instance of,人类
南越国,instance of,历史国家
李洪涛,family name,李
蒙特利尔,part of,大蒙特娄都会区
PALM,encodes,Paralemmin
家庭,subclass of,kindred
武进区,located in the administrative territorial entity,常州市
海峡群岛,country,泽西
弗朗茨·贝肯鲍尔,country of citizenship,西德
北辰区,contains administrative territorial entity,普东街道
CE,instance of,工程领域
过桥米线,cuisine,中国菜
奶瓶,subclass of,culinary equipment
英格兰足球超级联赛,instance of,职业体育联盟
李洪涛,occupation,演员
蒙特利尔,named after,皇家山
PALM,chromosome,19号染色体
家庭,has effect,出生率
武进区,located in the administrative territorial entity,镇江专区
海峡群岛,country,根西
北辰区,contains administrative territorial entity,瑞景街道
CE,instance of,专业领域
海地,instance of,主权国家
诺亚·韦伯斯特,instance of,人类
杨子,instance of,人类
周瑜,instance of,人类
重要人物,instance of,地位
衍射,subclass of,物理现象
奶瓶,use,Bottle feeding
戴北方,position held,全国政协委员
南越国,capital,番禺区
蒙特利尔,founded by,Paul de Chomedey Sieur de Maisonneuve
贝尔实验室,founded by,亚历山大·格拉汉姆·贝尔
PALM,strand orientation,forward strand
家庭,has quality,家庭结构
曼努埃尔·诺伊尔,given name,曼努埃尔
武进区,located in the administrative territorial entity,常州市
海峡群岛,located in or next to body of water,英吉利海峡
弗朗茨·贝肯鲍尔,country for sport,西德
北辰区,contains administrative territorial entity,天穆镇
区块链,instance of,分散式档案系统
中央电视台体育频道,instance of,专业频道
CE,instance of,学术专业
海地,instance of,岛屿国家
相对分子质量,subclass of,物理量
重要人物,subclass of,人类
衍射,described by source,Nordisk familjebok
英格兰足球超级联赛,owner of,Football DataCo
戴北方,educated at,华南师范大学
金浩,family name,金
南越国,topic's main category,Category:南越国
蒙特利尔,founded by,Jeanne Mance
贝尔实验室,chairperson,梅文·凯利
PALM,ortholog,Palm
家庭,has quality,家庭价值
曼努埃尔·诺伊尔,given name,彼得
武进区,located in the administrative territorial entity,镇江专区
海峡群岛,located on terrain feature,英吉利海峡
弗朗茨·贝肯鲍尔,given name,弗朗兹
豪尔赫·巴尔达诺,given name,乔格
北辰区,contains administrative territorial entity,北仓镇
区块链,instance of,分布式账簿
牧师,instance of,Christian religious occupation
里程碑,subclass of,geographical marker
杨洋,instance of,人名消歧义页
爆炸,instance of,死因
CE,instance of,学科
海地,part of,拉丁美洲
相对分子质量,described by source,亚美尼亚苏维埃百科全书
重要人物,has quality,importance
衍射,described by source,亚美尼亚苏维埃百科全书
英格兰足球超级联赛,follows,英格兰甲组联赛
南越国,category for maps,Category:Maps of Nanyue
贝尔实验室,chairperson,弗兰克·朱厄特
PALM,ortholog,Palm
家庭,described by source,天主教百科全书
曼努埃尔·诺伊尔,family name,Neuer
武进区,located in the administrative territorial entity,常州专区
海峡群岛,highest point,Les Platons
弗朗茨·贝肯鲍尔,family name,Beckenbauer
豪尔赫·巴尔达诺,place of birth,Las Parejas Santa Fe
北辰区,contains administrative territorial entity,双街镇
马绍尔群岛,instance of,主权国家
牧师,subclass of,clergyman
里程碑,topic's main category,Category:Milestones
杨洋,instance of,维基媒体消歧义页
CE,subclass of,工程学
诺亚·韦伯斯特,given name,诺亚
相对分子质量,different from,relative molecular mass
杨子,family name,杨
周瑜,given name,瑜
重要人物,has quality,特权阶级
衍射,topic's main category,Category:绕射
英格兰足球超级联赛,competition class,men's association football
蒙特利尔,capital of,加拿大省
PALM,ortholog,palm1a
家庭,described by source,亚美尼亚苏维埃百科全书
曼努埃尔·诺伊尔,place of birth,盖尔森基兴
武进区,located in the administrative territorial entity,苏州专区
海峡群岛,contains administrative territorial entity,泽西
北辰区,contains administrative territorial entity,双口镇
马绍尔群岛,instance of,岛屿国家
区块链,subclass of,分布式账簿
中央电视台体育频道,headquarters location,中央广播电视总台总部大楼
杨洋,different from,杨阳
爆炸,subclass of,危害
海地,official language,海地克里奥尔语
诺亚·韦伯斯特,family name,Webster
杨子,place of birth,北京市
周瑜,family name,周
重要人物,facet of,精英
蒙特利尔,capital of,亚利根帝国
贝尔实验室,legal form,私人有限责任公司
家庭,described by source,布罗克豪斯-艾佛隆百科词典
武进区,located in the administrative territorial entity,镇江专区
海峡群岛,contains administrative territorial entity,根西
弗朗茨·贝肯鲍尔,child,斯蒂芬·贝肯鲍尔
豪尔赫·巴尔达诺,occupation,足球运动员
北辰区,contains administrative territorial entity,青光镇
区块链,subclass of,资料库
中央电视台体育频道,followed by,中国中央电视台体育赛事频道
牧师,described by source,Ottův slovník naučný
杨洋,said to be the same as,Yang
爆炸,has cause,爆炸物
CE,part of,电机工程学
海地,anthem,德萨利纳之歌
诺亚·韦伯斯特,place of birth,西哈特福德
杨子,occupation,兵乓球运动员
周瑜,place of birth,舒城县
英格兰足球超级联赛,season starts,8月
蒙特利尔,capital of,蒙特娄城市群
家庭,described by source,Jewish Encyclopedia of Brockhaus and Efron
曼努埃尔·诺伊尔,occupation,足球运动员
武进区,located in the administrative territorial entity,常州专区
海峡群岛,located in time zone,UTC±00:00
弗朗茨·贝肯鲍尔,relative,Luca Beckenbauer
豪尔赫·巴尔达诺,occupation,足球领队
北辰区,contains administrative territorial entity,宜兴埠镇
马绍尔群岛,part of,密克罗尼西亚群岛
区块链,subclass of,分散式档案系统
牧师,topic's main category,Category:基督教新教圣职者
爆炸,has cause,爆炸装置
CE,practiced by,computer engineer
海地,culture,海地文化
诺亚·韦伯斯特,place of death,纽黑文
杨子,sport,乒乓球
周瑜,place of death,岳阳市
英格兰足球超级联赛,league level below,英格兰足球冠军联赛
蒙特利尔,located in the administrative territorial entity,蒙特娄城市群
贝尔实验室,parent organization,阿尔卡特-朗讯
家庭,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
曼努埃尔·诺伊尔,position played on team / speciality,足球守门员
武进区,located in the administrative territorial entity,中华民国江苏省
海峡群岛,significant event,佔领奥尔德尼岛
豪尔赫·巴尔达诺,occupation,体育指导员
北辰区,contains administrative territorial entity,小淀镇
马绍尔群岛,part of,European Union tax haven blacklist
CE,topic's main category,Category:计算机工程
海地,motto,自由、平等、博爱
诺亚·韦伯斯特,place of burial,格罗夫街墓地
杨子,participant in,2012年夏季奥林匹克运动会
周瑜,sibling,周胤
蒙特利尔,located in or next to body of water,平原河 (魁北克省)
家庭,described by source,大保利古典学百科全书
武进区,located in the administrative territorial entity,汪精卫政权
海峡群岛,significant event,Channel Islands in the Wars of the Three Kingdoms
弗朗茨·贝肯鲍尔,occupation,足球运动员
豪尔赫·巴尔达诺,occupation,时事评论员
北辰区,contains administrative territorial entity,大张庄镇 (天津市)
马绍尔群岛,part of,European Union tax haven blacklist
区块链,has quality,密码杂凑函数
CE,Wikimedia outline,outline of computer engineering
诺亚·韦伯斯特,father,Noah Webster
杨子,participant in,2008年夏季奥林匹克运动会
周瑜,spouse,小乔
英格兰足球超级联赛,operating area,威尔斯
蒙特利尔,located in or next to body of water,圣劳伦斯河
家庭,has part,男人
曼努埃尔·诺伊尔,educated at,贝尔根费尔德综合中学
武进区,located in the administrative territorial entity,中华民国维新政府
海峡群岛,geography of topic,geography of the Channel Islands
弗朗茨·贝肯鲍尔,occupation,足球领队
豪尔赫·巴尔达诺,position played on team / speciality,前锋
